name,firstName,lastName,slug,shortName,position,jerseyNumber,height,userCount,id,shirtNumber,dateOfBirthTimestamp,team.name,team.slug,team.shortName,team.gender,team.sport.name,team.sport.slug,team.sport.id,team.primaryUniqueTournament.name,team.primaryUniqueTournament.slug,team.primaryUniqueTournament.primaryColorHex,team.primaryUniqueTournament.secondaryColorHex,team.primaryUniqueTournament.category.name,team.primaryUniqueTournament.category.slug,team.primaryUniqueTournament.category.sport.name,team.primaryUniqueTournament.category.sport.slug,team.primaryUniqueTournament.category.sport.id,team.primaryUniqueTournament.category.id,team.primaryUniqueTournament.category.flag,team.primaryUniqueTournament.category.alpha2,team.primaryUniqueTournament.userCount,team.primaryUniqueTournament.id,team.primaryUniqueTournament.displayInverseHomeAwayTeams,team.userCount,team.nameCode,team.disabled,team.national,team.type,team.id,team.country.alpha2,team.country.name,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text,country.alpha2,country.name,preferredFoot,contractUntilTimestamp,proposedMarketValue,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,retired,deceased,gender
Victor Cabrera,,,victor-cabrera,V. Cabrera,D,36,183.0,22,537036,36.0,729043200.0,Tigre,tigre,Tigre,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12742,TIG,False,False,0,7628,AR,Argentina,#000099,#ff0000,#ff0000,AR,Argentina,Right,1703980800.0,470000.0,470000.0,EUR,,,
Gabriel Arias,,,gabriel-arias,G. Arias,G,21,188.0,374,581782,21.0,558489600.0,Racing Club,racing-club,Racing,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,31885,RAC,False,False,0,3215,AR,Argentina,#00ccff,#ffffff,#ffffff,CL,Chile,Right,1703980800.0,1400000.0,1400000.0,EUR,,,
Gonzalo Maroni,,,gonzalo-maroni,G. Maroni,M,8,170.0,308,840510,8.0,921715200.0,San Lorenzo,san-lorenzo,San Lorenzo,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20794,SLO,False,False,0,3201,AR,Argentina,#ff0000,#000033,#000033,AR,Argentina,Right,1703980800.0,1900000.0,1900000.0,EUR,,,
Eros Mancuso,Eros Mancuso,,eros-mancuso,E. Mancuso,D,14,171.0,85,1116624,14.0,924307200.0,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,19854,ELP,False,False,0,3206,AR,Argentina,#ff0000,#ffffff,#ffffff,AR,Argentina,Right,1735603200.0,930000.0,930000.0,EUR,,,
Rodrigo Castillo,Rodrigo Castillo,,castillo-rodrigo,R. Castillo,F,30,190.0,19,1182504,30.0,919987200.0,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,Right,1767139200.0,400000.0,400000.0,EUR,,,M
Iván Pillud,,,ivan-pillud,I. Pillud,D,4,178.0,38,82371,4.0,514684800.0,Racing Club,racing-club,Racing,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,31885,RAC,False,False,0,3215,AR,Argentina,#00ccff,#ffffff,#ffffff,AR,Argentina,Right,1719705600.0,110000.0,110000.0,EUR,,,
Franco Zapiola,,,franco-zapiola,F. Zapiola,F,15,176.0,96,1212545,15.0,982540800.0,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,19854,ELP,False,False,0,3206,AR,Argentina,#ff0000,#ffffff,#ffffff,AR,Argentina,Right,1735603200.0,1900000.0,1900000.0,EUR,,,M
Tomás O'Connor,Tomás O'Connor,,tomas-oconnor,T. O'Connor,M,30,173.0,47,1117117,30.0,1080172800.0,Rosario Central,rosario-central,Rosario Central,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12753,ROS,False,False,0,3217,AR,Argentina,#000066,#ffcc00,#ffcc00,AR,Argentina,Left,1767139200.0,720000.0,720000.0,EUR,False,,
Sergio Barreto,,,sergio-barreto,S. Barreto,D,2,184.0,103,915162,2.0,924566400.0,Pachuca,pachuca,Pachuca,M,Football,football,1,"Liga MX, Clausura",liga-mx-clausura,#cd2c25,#52b030,Mexico,mexico,Football,football,1.0,12.0,mexico,MX,27492.0,11620.0,False,15113,PAC,,False,0,1936,MX,Mexico,#ffffff,#008bce,#008bce,AR,Argentina,Right,1814313600.0,2500000.0,2500000.0,EUR,,,
Damián Fernández,,,damian-fernandez,D. Fernández,D,34,178.0,64,989201,34.0,1009929600.0,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,15570,VEL,False,False,0,3208,AR,Argentina,#ffffff,#003366,#003366,AR,Argentina,Right,1767139200.0,190000.0,190000.0,EUR,,,
Federico Lanzillota,,,federico-lanzillota,F. Lanzillota,G,20,185.0,75,789923,20.0,723168000.0,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17737,ARG,False,False,0,3216,AR,Argentina,#cc0000,#ffffff,#ffffff,AR,Argentina,Right,1767139200.0,675000.0,675000.0,EUR,,,
Lucas Pratto,,,lucas-pratto,L. Pratto,F,18,188.0,412,39244,18.0,581385600.0,Defensa y Justicia,defensa-y-justicia,Def y Justicia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20270,DYJ,False,False,0,36839,AR,Argentina,#ffff00,#339900,#339900,AR,Argentina,Right,1719705600.0,260000.0,260000.0,EUR,,,
Matías Suárez,,,matias-suarez,M. Suárez,F,7,183.0,417,46007,7.0,579139200.0,River Plate,river-plate,River,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,97384,RIV,False,False,0,3211,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Both,1703980800.0,325000.0,325000.0,EUR,,,
Mateo Barcia,Mateo Barcia,,mateo-barcia,M. Barcia,M,30,177.0,65,1116590,30.0,982540800.0,Independiente,independiente,Independiente,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17390,CAI,False,False,0,3209,AR,Argentina,#cc0000,#cc0000,#cc0000,UY,Uruguay,Right,1767139200.0,1100000.0,1100000.0,EUR,,,
Ricardo Centurión,,,ricardo-centurion,R. Centurión,M,20,174.0,254,249397,20.0,727401600.0,Barracas Central,barracas-central,Barracas,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7491,BAR,,False,0,65668,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Right,1703980800.0,91000.0,91000.0,EUR,,,
Felipe Aguilar,,,felipe-aguilar,F. Aguilar,D,26,190.0,196,329577,26.0,727488000.0,Independiente,independiente,Independiente,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17390,CAI,False,False,0,3209,AR,Argentina,#cc0000,#cc0000,#cc0000,CO,Colombia,Right,1735603200.0,875000.0,875000.0,EUR,False,,
Franco Quinteros,,,franco-quinteros,F. Quinteros,D,3,178.0,17,926415,3.0,908236800.0,Banfield,banfield,Banfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9872,BAN,False,False,0,3219,AR,Argentina,#009900,#ffffff,#ffffff,AR,Argentina,Left,1703980800.0,210000.0,210000.0,EUR,,,
Bruno Palazzo,,,palazzo-bruno,B. Palazzo,D,2,184.0,9,1095779,2.0,974505600.0,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,,,,,,,,
Nicolás Sosa,,,nicolas-sosa,N. Sosa,M,23,178.0,40,924943,23.0,828748800.0,Banfield,banfield,Banfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9872,BAN,False,False,0,3219,AR,Argentina,#009900,#ffffff,#ffffff,UY,Uruguay,Right,1703980800.0,515000.0,515000.0,EUR,,,
Gabriel Rojas,,,gabriel-rojas,G. Rojas,D,3,178.0,108,1387300,3.0,866937600.0,Racing Club,racing-club,Racing,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,31885,RAC,False,False,0,3215,AR,Argentina,#00ccff,#ffffff,#ffffff,AR,Argentina,Left,1798675200.0,2300000.0,2300000.0,EUR,,,
Felipe Sánchez,,,felipe-sanchez,F. Sánchez,D,37,184.0,58,1467314,37.0,1081296000.0,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,,,,,,False,,M
Andrés Chávez,,,andres-chavez,A. Chávez,F,10,184.0,92,239254,10.0,669513600.0,Nasaf Qarshi,nasaf-qarshi,Nasaf,M,Football,football,1,Super League,super-league,#232426,#c7c7c7,Uzbekistan,uzbekistan,Football,football,1.0,385.0,uzbekistan,UZ,3992.0,772.0,False,7481,NAS,False,False,0,34017,UZ,Uzbekistan,#ffffff,#000000,#000000,AR,Argentina,Left,1703980800.0,415000.0,415000.0,EUR,,,
Rafael Pérez,,,rafael-perez,R. Pérez,D,2,186.0,137,355846,2.0,631843200.0,San Lorenzo,san-lorenzo,San Lorenzo,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20794,SLO,False,False,0,3201,AR,Argentina,#ff0000,#000033,#000033,CO,Colombia,Right,1735603200.0,1700000.0,1700000.0,EUR,,,
Nicolás Contín,,,nicolas-contin,N. Contín,F,29,183.0,35,603758,29.0,818294400.0,Sport Boys,sport-boys,Sport Boys,M,Football,football,1,Liga 1,liga-1,,#f91018,Peru,peru,Football,football,1.0,20.0,peru,PE,20851.0,406.0,False,4129,SBA,,False,0,2312,PE,Peru,#ffc0db,#000000,#000000,AR,Argentina,Right,1719705600.0,265000.0,265000.0,EUR,,,
Pier Barrios,,,pier-barrios,P. Barrios,D,2,180.0,12,140103,2.0,646790400.0,Godoy Cruz,godoy-cruz,Godoy Cruz,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12549,GOD,,False,0,6074,AR,Argentina,#002593,#ffffff,#ffffff,AR,Argentina,Right,1703980800.0,310000.0,310000.0,EUR,,,
Guido Villar,,,guido-villar,G. Villar,G,22,192.0,6,871807,22.0,887500800.0,Barracas Central,barracas-central,Barracas,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7491,BAR,,False,0,65668,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Right,1767139200.0,375000.0,375000.0,EUR,,,
Lucas Acosta,,,lucas-acosta,L. Acosta,G,42,187.0,33,340845,42.0,794966400.0,Lanús,lanus,Lanús,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13106,LAN,False,False,0,3218,AR,Argentina,#660033,#ffffff,#ffffff,AR,Argentina,Right,,805000.0,805000.0,EUR,,,
Rodrigo Bogarín,,,rodrigo-bogarin,R. Bogarín,M,10,174.0,91,790065,10.0,864432000.0,Defensa y Justicia,defensa-y-justicia,Def y Justicia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20270,DYJ,False,False,0,36839,AR,Argentina,#ffff00,#339900,#339900,PY,Paraguay,Both,1735603200.0,635000.0,635000.0,EUR,,,
Antonio Napolitano,Antonio Napolitano,,antonio-napolitano,A. Napolitano,M,19,178.0,5,1103932,19.0,919123200.0,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,Right,1703980800.0,185000.0,185000.0,EUR,,,
Willer Ditta,,,willer-ditta,W. Ditta,D,4,180.0,265,931705,4.0,853977600.0,Cruz Azul,cruz-azul,Cruz Azul,M,Football,football,1,"Liga MX, Clausura",liga-mx-clausura,#cd2c25,#52b030,Mexico,mexico,Football,football,1.0,12.0,mexico,MX,27492.0,11620.0,False,22206,CAZ,False,False,0,1947,MX,Mexico,#0080c0,#ffffff,#ffffff,CO,Colombia,Right,1782777600.0,4400000.0,4400000.0,EUR,,,
Adrián Spörle,,,adrian-sporle,A. Spörle,D,5,186.0,24,838847,5.0,805593600.0,Arsenal de Sarandí,arsenal-de-sarandi,Arsenal,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8454,ARS,False,False,0,3221,AR,Argentina,#00ccff,#ff0000,#ff0000,AR,Argentina,Left,1703980800.0,305000.0,305000.0,EUR,,,
Raúl Loaiza,,,raul-loaiza,R. Loaiza,M,15,180.0,87,991270,15.0,771033600.0,Lanús,lanus,Lanús,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13106,LAN,False,False,0,3218,AR,Argentina,#660033,#ffffff,#ffffff,CO,Colombia,Right,1767139200.0,775000.0,775000.0,EUR,,,
Mauro Peinipil,Mauro Peinipil,,peinipil-mauro,M. Peinipil,D,4,179.0,7,1118570,4.0,923097600.0,Barracas Central,barracas-central,Barracas,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7491,BAR,,False,0,65668,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,Right,,425000.0,425000.0,EUR,,,M
Iván Marcone,,,ivan-marcone,I. Marcone,M,23,178.0,192,122634,23.0,644371200.0,Independiente,independiente,Independiente,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17390,CAI,False,False,0,3209,AR,Argentina,#cc0000,#cc0000,#cc0000,AR,Argentina,Right,1735603200.0,1100000.0,1100000.0,EUR,,,
Jonas Acevedo,,,jonas-acevedo,J. Acevedo,M,40,172.0,24,875895,40.0,855187200.0,Instituto Córdoba,instituto-cordoba,Instituto,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7806,IAC,,False,0,4937,AR,Argentina,#e72328,#222226,#222226,AR,Argentina,Left,1735603200.0,1100000.0,1100000.0,EUR,,,
Nicolás Linares,,,nicolas-linares,N. Linares,M,14,175.0,8,895321,14.0,826070400.0,Instituto Córdoba,instituto-cordoba,Instituto,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7806,IAC,,False,0,4937,AR,Argentina,#e72328,#222226,#222226,AR,Argentina,Right,1703980800.0,720000.0,720000.0,EUR,,,
Guillermo Balzi,Guillermo Balzi,,guillermo-balzi,G. Balzi,M,47,175.0,23,1117038,47.0,995846400.0,Newell's Old Boys,newells-old-boys,Newell's,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14700,NOB,False,False,0,3212,AR,Argentina,#ff0000,#000000,#000000,AR,Argentina,Left,1767139200.0,190000.0,190000.0,EUR,,,
Leonardo Heredia,,,leonardo-heredia,L. Heredia,M,15,187.0,63,895720,15.0,821318400.0,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17737,ARG,False,False,0,3216,AR,Argentina,#cc0000,#ffffff,#ffffff,AR,Argentina,Right,1703980800.0,735000.0,735000.0,EUR,,,
Tomás Avilés,Tomás Avilés,,tomas-aviles,T. Avilés,D,6,186.0,603,1411695,6.0,1075766400.0,Inter Miami CF,inter-miami-cf,Inter Miami,M,Football,football,1,MLS,mls,#e2231a,#062f69,USA,usa,Football,football,1.0,26.0,usa,US,79874.0,242.0,False,439766,MIA,False,False,0,337602,US,USA,#212322,#f6b5cc,#f6b5cc,AR,Argentina,Right,1798675200.0,4500000.0,4500000.0,EUR,,,
Agustin Ojeda,Agustin Ojeda,,agustin-ojeda,A. Ojeda,F,26,168.0,144,1191921,26.0,1087603200.0,Racing Club,racing-club,Racing,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,31885,RAC,False,False,0,3215,AR,Argentina,#00ccff,#ffffff,#ffffff,AR,Argentina,Right,1798675200.0,3100000.0,3100000.0,EUR,,,
Luciano Aued,,,luciano-aued,L. Aued,M,16,178.0,51,37942,16.0,541555200.0,Instituto Córdoba,instituto-cordoba,Instituto,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7806,IAC,,False,0,4937,AR,Argentina,#e72328,#222226,#222226,AR,Argentina,Left,1703980800.0,240000.0,240000.0,EUR,,,
Nicolás Servetto,,,servetto-nicolas,N. Servetto,F,20,181.0,66,838304,20.0,827884800.0,Platense,platense,Platense,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9194,PLA,,False,0,36837,AR,Argentina,#442b0b,#f2f2f2,#f2f2f2,AR,Argentina,Right,1735603200.0,1300000.0,1300000.0,EUR,,,
Leandro Mamut,Leandro Mamut,,leandro-mamut,L. Mamut,M,34,178.0,9,1087092,34.0,1072828800.0,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,Right,,,,,False,,
Maxi Moralez,,,maxi-moralez,M. Moralez,M,27,159.0,194,48472,27.0,541382400.0,New York City FC,new-york-city-fc,NY City,M,Football,football,1,MLS,mls,#e2231a,#062f69,USA,usa,Football,football,1.0,26.0,usa,US,79874.0,242.0,False,14773,NYC,False,False,0,187643,US,USA,#6eade0,#171d23,#171d23,AR,Argentina,Right,1735603200.0,220000.0,220000.0,EUR,,,
Joaquín Novillo,,,joaquin-novillo,J. Novillo,D,32,190.0,30,966531,32.0,887846400.0,Vizela,vizela,Vizela,M,Football,football,1,Liga Portugal,liga-portugal,#ffc501,#e6a100,Portugal,portugal,Football,football,1.0,44.0,portugal,PT,172768.0,238.0,False,12156,VIZ,False,False,0,5136,PT,Portugal,#ffffff,#0000ff,#0000ff,AR,Argentina,Left,1719705600.0,540000.0,540000.0,EUR,,,
Gonzalo Asis,,,gonzalo-asis,G. Asis,D,22,174.0,11,868363,22.0,827971200.0,Platense,platense,Platense,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9194,PLA,,False,0,36837,AR,Argentina,#442b0b,#f2f2f2,#f2f2f2,AR,Argentina,Right,1703980800.0,120000.0,120000.0,EUR,,,
Felipe Peña Biafore,Felipe Peña,,felipe-pena-biafore,F. P. Biafore,M,5,180.0,165,1065594,5.0,986428800.0,Lanús,lanus,Lanús,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13106,LAN,False,False,0,3218,AR,Argentina,#660033,#ffffff,#ffffff,AR,Argentina,Right,1735603200.0,1200000.0,1200000.0,EUR,,,
Darío Benedetto,,,dario-benedetto,D. Benedetto,F,9,175.0,1967,122630,9.0,642902400.0,Boca Juniors,boca-juniors,Boca Juniors,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,112486,BOC,False,False,0,3202,AR,Argentina,#003399,#ffcc66,#ffcc66,AR,Argentina,Right,1735603200.0,1200000.0,1200000.0,EUR,False,,
Tiago Banega,,,tiago-banega,T. Banega,M,19,177.0,53,1016652,19.0,930787200.0,Unión,union,Unión,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8727,UNI,False,False,0,3204,AR,Argentina,#ffffff,#cc0000,#cc0000,AR,Argentina,Right,1735603200.0,250000.0,250000.0,EUR,,,
Nicolas Barrientos,,,barrientos-nicolas,N. Barrientos,M,30,170.0,5,1111801,30.0,797040000.0,Instituto Córdoba,instituto-cordoba,Instituto,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7806,IAC,,False,0,4937,AR,Argentina,#e72328,#222226,#222226,AR,Argentina,Left,1735603200.0,340000.0,340000.0,EUR,,,M
Sebastián Corda,,,corda-sebastian,S. Corda,D,3,170.0,1,1093190,3.0,804384000.0,Instituto Córdoba,instituto-cordoba,Instituto,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7806,IAC,,False,0,4937,AR,Argentina,#e72328,#222226,#222226,AR,Argentina,Both,1703980800.0,465000.0,465000.0,EUR,,,M
Juan Manuel García,,,juan-manuel-garcia,J. M. García,F,31,183.0,58,830755,31.0,721699200.0,Volos NFC,volos-nfc,Volos,M,Football,football,1,Stoiximan Super League,stoiximan-super-league,#61c0e2,#007eb7,Greece,greece,Football,football,1.0,67.0,greece,GR,43203.0,185.0,False,7078,VOL,False,False,0,267459,GR,Greece,#1752bd,#ff0000,#ff0000,AR,Argentina,Right,,775000.0,775000.0,EUR,,,
Luis Miguel Rodríguez,,,luis-miguel-rodriguez,L. M. Rodríguez,F,10,167.0,171,93199,10.0,473385600.0,Central Córdoba,central-cordoba,Central Córdoba,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7905,CC,False,False,0,65676,AR,Argentina,#ffffff,#000000,#000000,AR,Argentina,Both,1703980800.0,210000.0,210000.0,EUR,,,
Mauro Méndez,,,mauro-mendez,M. Méndez,F,16,179.0,255,979827,16.0,916531200.0,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,19854,ELP,False,False,0,3206,AR,Argentina,#ff0000,#ffffff,#ffffff,UY,Uruguay,Right,1751241600.0,1900000.0,1900000.0,EUR,,,
José Florentín,,,jose-florentin,J. Florentín,M,7,181.0,130,988619,7.0,836524800.0,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,15570,VEL,False,False,0,3208,AR,Argentina,#ffffff,#003366,#003366,PY,Paraguay,Left,1735603200.0,1300000.0,1300000.0,EUR,,,
Lucas Souto,,,lucas-souto,L. Souto,D,33,175.0,11,1020523,33.0,908064000.0,Huracán,huracan,Huracán,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14674,HUR,False,False,0,7629,AR,Argentina,#ffffff,#dd0000,#dd0000,AR,Argentina,Right,1735603200.0,840000.0,840000.0,EUR,,,
Lucas Besozzi,Lucas Besozzi,,lucas-besozzi,L. Besozzi,M,22,176.0,319,1086339,22.0,1043193600.0,Grêmio,gremio,Grêmio,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,279105.0,325.0,False,107166,GPA,False,False,0,5926,BR,Brazil,#3399ff,#000033,#000033,AR,Argentina,Right,1719705600.0,1200000.0,1200000.0,EUR,,,
