name,firstName,lastName,slug,shortName,position,jerseyNumber,height,userCount,id,shirtNumber,dateOfBirthTimestamp,team.name,team.slug,team.shortName,team.gender,team.sport.name,team.sport.slug,team.sport.id,team.primaryUniqueTournament.name,team.primaryUniqueTournament.slug,team.primaryUniqueTournament.primaryColorHex,team.primaryUniqueTournament.secondaryColorHex,team.primaryUniqueTournament.category.name,team.primaryUniqueTournament.category.slug,team.primaryUniqueTournament.category.sport.name,team.primaryUniqueTournament.category.sport.slug,team.primaryUniqueTournament.category.sport.id,team.primaryUniqueTournament.category.id,team.primaryUniqueTournament.category.flag,team.primaryUniqueTournament.category.alpha2,team.primaryUniqueTournament.userCount,team.primaryUniqueTournament.id,team.primaryUniqueTournament.displayInverseHomeAwayTeams,team.userCount,team.nameCode,team.disabled,team.national,team.type,team.id,team.country.alpha2,team.country.name,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text,country.alpha2,country.name,preferredFoot,contractUntilTimestamp,proposedMarketValue,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,retired,deceased,gender
Braian Aguirre,Brian Aguirre,,braian-aguirre,B. Aguirre,D,35,174.0,90,1084963,35.0,964742400.0,Lanús,lanus,Lanús,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13106,LAN,False,False,0,3218,AR,Argentina,#660033,#ffffff,#ffffff,AR,Argentina,Both,1798675200.0,2200000.0,2200000.0,EUR,,,
Jean Rosso,,,jean-rosso,J. Rosso,D,17,178.0,27,924891,17.0,860371200.0,Sarmiento,sarmiento,Sarmiento,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,6873,CAS,False,False,0,42338,AR,Argentina,#006600,#006600,#006600,UY,Uruguay,Right,1703980800.0,285000.0,285000.0,EUR,,,
Axel Atum,Axel Atum,,atum-axel,A. Atum,M,40,,52,1485373,40.0,1136160000.0,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,19854,ELP,False,False,0,3206,AR,Argentina,#ff0000,#ffffff,#ffffff,AR,Argentina,Right,,,,,,,M
Gastón Verón,,,gaston-veron,G. Verón,F,10,184.0,200,924198,10.0,987984000.0,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17737,ARG,False,False,0,3216,AR,Argentina,#cc0000,#ffffff,#ffffff,AR,Argentina,Right,1798675200.0,1400000.0,1400000.0,EUR,,,
Miguel Brizuela,,,miguel-brizuela,M. M. Brizuela,D,28,185.0,21,990283,28.0,853286400.0,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,15570,VEL,False,False,0,3208,AR,Argentina,#ffffff,#003366,#003366,AR,Argentina,Right,1735603200.0,515000.0,515000.0,EUR,,,
Tomas Adoryan,Tomás Adoryan,,adoryan-tomas,T. Adoryan,M,18,177.0,4,1199319,18.0,1001116800.0,Banfield,banfield,Banfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9872,BAN,False,False,0,3219,AR,Argentina,#009900,#ffffff,#ffffff,AR,Argentina,,,,,,,,M
Julián Aude,,,julian-aude,J. Aude,D,3,180.0,283,1017474,3.0,1048464000.0,LA Galaxy,la-galaxy,LA Galaxy,M,Football,football,1,MLS,mls,#e2231a,#062f69,USA,usa,Football,football,1.0,26.0,usa,US,79874.0,242.0,False,18198,LAG,False,False,0,2513,US,USA,#ffffff,#ffcc00,#ffcc00,AR,Argentina,Left,1830211200.0,3400000.0,3400000.0,EUR,,,
Andrés Amaya,,,andres-amaya,A. Amaya,F,17,170.0,107,876723,17.0,988070400.0,Belgrano,belgrano,Belgrano,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,11438,BEL,,False,0,3203,AR,Argentina,#3399ff,#3399ff,#3399ff,CO,Colombia,Left,1703980800.0,315000.0,315000.0,EUR,,,
Francisco Facello,,,francisco-facello,F. Facello,D,35,,6,1464854,35.0,1043884800.0,Belgrano,belgrano,Belgrano,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,11438,BEL,,False,0,3203,AR,Argentina,#3399ff,#3399ff,#3399ff,AR,Argentina,,,,,,,,
Thiago Yossen,Thiago Yossen,,thiago-yossen,T. Yossen,D,48,,4,1508167,48.0,,Colón,colon,Colón,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,10230,COL,False,False,0,3207,AR,Argentina,#000000,#cc0000,#cc0000,AR,Argentina,,,,,,,,
Lisandro Morales,Lisandro Morales,,morales-lisandro,L. Morales,M,4,,4,1515402,4.0,1075507200.0,Unión,union,Unión,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8727,UNI,False,False,0,3204,AR,Argentina,#ffffff,#cc0000,#cc0000,AR,Argentina,,,,,,,,M
Lucas Naranjo,,,naranjo-lucas,L. Naranjo,M,22,,1,1130761,22.0,,Atlético Tucumán,atletico-tucuman,Atlético Tucumán,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13098,CAT,False,False,0,36833,AR,Argentina,#ffffff,#33ccff,#33ccff,,,,,,,,False,,
Leonel Di Plácido,,,leonel-di-placido,Leonel Di Plácido,D,24,173.0,287,546338,24.0,759715200.0,Botafogo,botafogo,Botafogo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,279105.0,325.0,False,100470,BOT,False,False,0,1958,BR,Brazil,#000000,#ffffff,#ffffff,AR,Argentina,Right,1703980800.0,735000.0,735000.0,EUR,False,,
Matias Moreno,Matias Moreno,,matias-moreno,M. Moreno,M,40,,11,1496360,40.0,1064361600.0,Belgrano,belgrano,Belgrano,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,11438,BEL,,False,0,3203,AR,Argentina,#3399ff,#3399ff,#3399ff,AR,Argentina,,,,,,,,
José Goméz,José Goméz,,jose-gomez,J. Goméz,D,36,,1,1210616,36.0,952300800.0,Central Córdoba,central-cordoba,Central Córdoba,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7905,CC,False,False,0,65676,AR,Argentina,#ffffff,#000000,#000000,,,,,,,,,,
Miguel Merentiel,,,miguel-merentiel,Miguel Merentiel,F,16,179.0,909,892275,16.0,825120000.0,Boca Juniors,boca-juniors,Boca Juniors,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,112486,BOC,False,False,0,3202,AR,Argentina,#003399,#ffcc66,#ffcc66,UY,Uruguay,Right,1703980800.0,2700000.0,2700000.0,EUR,False,,
Juan Gauto,,,juan-gauto,J. Gauto,M,33,172.0,603,1018426,33.0,1086134400.0,Basel,basel,Basel,M,Football,football,1,Super League,super-league,#113475,#506271,Switzerland,switzerland,Football,football,1.0,25.0,switzerland,CH,31620.0,215.0,False,43450,FCB,False,False,0,2501,CH,Switzerland,#000099,#990000,#990000,AR,Argentina,Right,1845936000.0,3700000.0,3700000.0,EUR,False,,
Leonardo Burián,,,leonardo-burian,L. Burián,G,12,188.0,93,34182,12.0,443491200.0,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,15570,VEL,False,False,0,3208,AR,Argentina,#ffffff,#003366,#003366,UY,Uruguay,Right,1703980800.0,260000.0,260000.0,EUR,,,
Gabriel Compagnucci,,,gabriel-compagnucci,G. Compagnucci,D,18,179.0,16,944621,18.0,683424000.0,FCU 1948 Craiova,fcu-1948-craiova,FCU Craiova,M,Football,football,1,Superliga,superliga,#025294,#ee1c25,Romania,romania,Football,football,1.0,77.0,romania,RO,18357.0,152.0,False,6361,CRA,False,False,0,312033,RO,Romania,#1e63db,#000000,#000000,AR,Argentina,Right,1719705600.0,340000.0,340000.0,EUR,,,
Juan Komar,,,juan-komar,J. Komar,D,6,190.0,108,376734,6.0,839894400.0,Rosario Central,rosario-central,Rosario Central,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12753,ROS,False,False,0,3217,AR,Argentina,#000066,#ffcc00,#ffcc00,AR,Argentina,Right,1767139200.0,1300000.0,1300000.0,EUR,False,,
Eric Meza,,,eric-meza,E. Meza,D,21,176.0,51,941092,21.0,923529600.0,Colón,colon,Colón,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,10230,COL,False,False,0,3207,AR,Argentina,#000000,#cc0000,#cc0000,AR,Argentina,Right,1767139200.0,2000000.0,2000000.0,EUR,,,
Guillermo Acosta,,,guillermo-acosta,G. Acosta,M,8,185.0,14,830747,8.0,594259200.0,Atlético Tucumán,atletico-tucuman,Atlético Tucumán,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13098,CAT,False,False,0,36833,AR,Argentina,#ffffff,#33ccff,#33ccff,AR,Argentina,Right,1735603200.0,410000.0,410000.0,EUR,,,
Miguel Jacquet,,,miguel-jacquet,M. Jacquet,D,27,187.0,35,385746,27.0,800928000.0,Platense,platense,Platense,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9194,PLA,,False,0,36837,AR,Argentina,#442b0b,#f2f2f2,#f2f2f2,PY,Paraguay,Right,1703980800.0,475000.0,475000.0,EUR,False,,
Franco Díaz,,,franco-diaz,F. Díaz,M,8,182.0,56,1018402,8.0,967420800.0,Platense,platense,Platense,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9194,PLA,,False,0,36837,AR,Argentina,#442b0b,#f2f2f2,#f2f2f2,AR,Argentina,Right,1703980800.0,850000.0,850000.0,EUR,,,
Lucas Castro,,,lucas-castro,L. Castro,M,89,182.0,134,122711,89.0,608083200.0,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,Right,1735603200.0,340000.0,340000.0,EUR,,,
Emanuel Coronel,,,emanuel-coronel,E. Coronel,D,32,174.0,84,895593,32.0,854755200.0,Banfield,banfield,Banfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9872,BAN,False,False,0,3219,AR,Argentina,#009900,#ffffff,#ffffff,AR,Argentina,Right,1735603200.0,2200000.0,2200000.0,EUR,,,
Jhonatan Candia,,,jhonatan-candia,J. Candia,F,11,171.0,55,877628,11.0,795225600.0,Audax Italiano,audax-italiano,Audax Italiano,M,Football,football,1,Primera Division,primera-division,#ed1b2d,#006bc4,Chile,chile,Football,football,1.0,49.0,chile,CL,18541.0,11653.0,False,7170,AUD,False,False,0,3162,CL,Chile,#00cc99,#00cc99,#00cc99,UY,Uruguay,Right,1703980800.0,560000.0,560000.0,EUR,,,
Leonel Picco,,,leonel-picco,L. Picco,M,14,188.0,31,981350,14.0,909014400.0,Platense,platense,Platense,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9194,PLA,,False,0,36837,AR,Argentina,#442b0b,#f2f2f2,#f2f2f2,AR,Argentina,Right,1735603200.0,375000.0,375000.0,EUR,,,
Álan Rodríguez,,,alan-rodriguez,Á. Rodríguez,M,8,170.0,87,874576,8.0,948758400.0,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17737,ARG,False,False,0,3216,AR,Argentina,#cc0000,#ffffff,#ffffff,UY,Uruguay,Right,1830211200.0,1300000.0,1300000.0,EUR,,,
Gonzalo Abrego,Gonzalo Abrego,,gonzalo-abrego,G. Abrego,M,32,184.0,102,1084967,32.0,947203200.0,Cremonese,cremonese,Cremonese,M,Football,football,1,Serie B,serie-b,#027d32,#f18f01,Italy,italy,Football,football,1.0,31.0,italy,IT,41738.0,53.0,False,30075,CRE,False,False,0,2761,IT,Italy,#c8091d,#a9a7a7,#a9a7a7,AR,Argentina,Right,1719705600.0,2900000.0,2900000.0,EUR,,,
Mauro Quiroga,,,mauro-quiroga,M. Quiroga,F,9,190.0,52,129862,9.0,628992000.0,Platense,platense,Platense,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9194,PLA,,False,0,36837,AR,Argentina,#442b0b,#f2f2f2,#f2f2f2,AR,Argentina,Left,1703980800.0,275000.0,275000.0,EUR,,,
Nicolas Capraro,,,capraro-nicolas,N. Capraro,D,2,183.0,15,1190570,2.0,888883200.0,Barracas Central,barracas-central,Barracas,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7491,BAR,,False,0,65668,AR,Argentina,#ffffff,#ff0000,#ff0000,AR,Argentina,,,,,,,,M
Alejandro Rebola,,,alejandro-rebola,A. Rebola,D,6,185.0,15,830672,6.0,585705600.0,Belgrano,belgrano,Belgrano,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,11438,BEL,,False,0,3203,AR,Argentina,#3399ff,#3399ff,#3399ff,AR,Argentina,Right,1735603200.0,165000.0,165000.0,EUR,,,
Bautista Barros Schelotto,Bautista Barros Schelotto,,bautista-barros-schelotto,B. B. Schelotto,D,28,181.0,28,1085929,28.0,947721600.0,Gimnasia y Esgrima,gimnasia-y-esgrima,Gimnasia,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,9814,GLP,False,False,0,3205,AR,Argentina,#ffffff,#000033,#000033,AR,Argentina,Right,1735603200.0,320000.0,320000.0,EUR,,,
Luciano Boggio,,,boggio-luciano,L. Boggio,M,8,175.0,100,980190,8.0,921024000.0,Lanús,lanus,Lanús,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13106,LAN,False,False,0,3218,AR,Argentina,#660033,#ffffff,#ffffff,UY,Uruguay,Right,1798675200.0,1400000.0,1400000.0,EUR,False,,
Juan Barinaga,,,juan-barinaga,J. Barinaga,D,4,176.0,52,974729,4.0,971136000.0,Belgrano,belgrano,Belgrano,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,11438,BEL,,False,0,3203,AR,Argentina,#3399ff,#3399ff,#3399ff,AR,Argentina,Right,1767139200.0,1400000.0,1400000.0,EUR,,,
Tadeo Allende,,,tadeo-allende,T. Allende,M,11,185.0,142,1108451,11.0,919468800.0,Godoy Cruz,godoy-cruz,Godoy Cruz,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12549,GOD,,False,0,6074,AR,Argentina,#002593,#ffffff,#ffffff,AR,Argentina,Right,1798675200.0,2400000.0,2400000.0,EUR,,,
Abiel Osorio,,,osorio-abiel,A. Osorio,F,19,182.0,147,1190083,19.0,1024012800.0,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,15570,VEL,False,False,0,3208,AR,Argentina,#ffffff,#003366,#003366,AR,Argentina,Right,1735603200.0,2100000.0,2100000.0,EUR,,,
Diego Gómez,Diego Gomez,,diego-gomez,D. Gómez,D,31,184.0,401,1186010,31.0,1056585600.0,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,15570,VEL,False,False,0,3208,AR,Argentina,#ffffff,#003366,#003366,AR,Argentina,Left,1735603200.0,5600000.0,5600000.0,EUR,,,
Marcos Ledesma,,,marcos-ledesma,M. Ledesma,G,1,188.0,12,757762,1.0,842745600.0,Central Córdoba,central-cordoba,Central Córdoba,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,7905,CC,False,False,0,65676,AR,Argentina,#ffffff,#000000,#000000,AR,Argentina,Right,1703980800.0,1500000.0,1500000.0,EUR,,,
Ángelo Martino,,,angelo-martino,Á. Martino,D,23,178.0,49,860046,23.0,897004800.0,Newell's Old Boys,newells-old-boys,Newell's,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14700,NOB,False,False,0,3212,AR,Argentina,#ff0000,#000000,#000000,AR,Argentina,Left,1767139200.0,1000000.0,1000000.0,EUR,,,
Salomón Rondón,,,salomon-rondon,S. Rondón,F,25,189.0,2199,35532,25.0,621907200.0,River Plate,river-plate,River,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,97384,RIV,False,False,0,3211,AR,Argentina,#ffffff,#ff0000,#ff0000,VE,Venezuela,Right,1767139200.0,1100000.0,1100000.0,EUR,,,
Rodrigo Cabral,,,rodrigo-cabral,R. Cabral,F,16,170.0,50,997539,16.0,965692800.0,Argentinos Juniors,argentinos-juniors,Argentinos Jrs.,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17737,ARG,False,False,0,3216,AR,Argentina,#cc0000,#ffffff,#ffffff,AR,Argentina,Left,1703980800.0,1500000.0,1500000.0,EUR,,,
Franco Watson,,,watson-franco,F. Watson,M,30,165.0,58,1018412,30.0,1009843200.0,Lanús,lanus,Lanús,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13106,LAN,False,False,0,3218,AR,Argentina,#660033,#ffffff,#ffffff,AR,Argentina,Right,1830211200.0,970000.0,970000.0,EUR,,,M
Leonardo Godoy,,,leonardo-godoy,L. Godoy,D,29,174.0,123,794006,29.0,799027200.0,Estudiantes de La Plata,estudiantes-de-la-plata,Estudiantes,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,19854,ELP,False,False,0,3206,AR,Argentina,#ff0000,#ffffff,#ffffff,AR,Argentina,Right,1735603200.0,3200000.0,3200000.0,EUR,,,
Nicolás Romero,Nicolás Romero,,nicolas-romero,N. Romero,D,20,186.0,60,1102816,20.0,1069977600.0,Atlético Tucumán,atletico-tucuman,Atlético Tucumán,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,13098,CAT,False,False,0,36833,AR,Argentina,#ffffff,#33ccff,#33ccff,AR,Argentina,Left,1735603200.0,2400000.0,2400000.0,EUR,False,,
Emmanuel Más,,,emmanuel-mas,E. Más,D,3,183.0,71,249271,3.0,600825600.0,Colón,colon,Colón,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,10230,COL,False,False,0,3207,AR,Argentina,#000000,#cc0000,#cc0000,AR,Argentina,Left,1735603200.0,275000.0,275000.0,EUR,,,
Agustín Giay,Agustín Giay,,agustin-giay,A. Giay,M,47,180.0,644,1106603,47.0,1074211200.0,San Lorenzo,san-lorenzo,San Lorenzo,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,20794,SLO,False,False,0,3201,AR,Argentina,#ff0000,#000033,#000033,AR,Argentina,Right,1767139200.0,8199999.0,8199999.0,EUR,False,,
Yeison Gordillo,,,yeison-gordillo,Y. Gordillo,M,6,176.0,81,285429,6.0,709430400.0,Vélez Sarsfield,velez-sarsfield,Vélez Sarsfield,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,15570,VEL,False,False,0,3208,AR,Argentina,#ffffff,#003366,#003366,CO,Colombia,Right,1767139200.0,935000.0,935000.0,EUR,False,,
Ivan Gómez,,,ivan-gomez,I. Gómez,M,7,179.0,50,849136,7.0,857088000.0,Newell's Old Boys,newells-old-boys,Newell's,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,14700,NOB,False,False,0,3212,AR,Argentina,#ff0000,#000000,#000000,AR,Argentina,Right,1735603200.0,2400000.0,2400000.0,EUR,,,
Alan Rodríguez,,,alan-rodriguez,A. Rodríguez,D,16,173.0,200,990289,16.0,966297600.0,Rosario Central,rosario-central,Rosario Central,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,12753,ROS,False,False,0,3217,AR,Argentina,#000066,#ffcc00,#ffcc00,PY,Paraguay,Left,1767139200.0,2400000.0,2400000.0,EUR,,,
Kevin Lopez,,,lopez-kevin,K. López,M,8,170.0,52,1163996,8.0,1009497600.0,Independiente,independiente,Independiente,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,17390,CAI,False,False,0,3209,AR,Argentina,#cc0000,#cc0000,#cc0000,AR,Argentina,Right,1767139200.0,630000.0,630000.0,EUR,False,,M
Néstor Breitenbruch,,,nestor-breitenbruch,N. Breitenbruch,D,25,178.0,32,579356,25.0,810950400.0,Arsenal de Sarandí,arsenal-de-sarandi,Arsenal,M,Football,football,1,Liga Profesional de Fútbol,liga-profesional-de-futbol,#0cbad8,#daa813,Argentina,argentina,Football,football,1.0,48.0,argentina,AR,57507.0,155.0,False,8454,ARS,False,False,0,3221,AR,Argentina,#00ccff,#ff0000,#ff0000,AR,Argentina,Right,1703980800.0,465000.0,465000.0,EUR,False,,
