yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,appearances,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed,rating,player.name,player.slug,player.userCount,player.id,team.name,team.slug,team.shortName,team.userCount,team.type,team.id,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text
5,32,2102,391,0,52.46,31,26,104,136,21,22,61.9,59.39,10,7.07,Renê,rene,636,243113,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
4,22,2549,318,1,37.93,73,30,151,173,47,29,53.17,50.58,32,7.07,Gerson,gerson,8025,611876,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
5,96,2911,223,1,67.61,19,34,49,145,19,34,65.33,66.82,0,7.07,Adryelson,adryelson,816,795261,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
2,9,205,26,0,90.0,1,3,7,16,2,2,77.78,84.21,0,7.07,Brayan Ceballos,brayan-ceballos,143,1129429,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
2,10,2970,232,0,83.33,6,33,7,17,0,33,87.5,85.0,0,7.07,Weverton,weverton,2553,243529,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
0,27,2064,396,0,36.49,39,32,88,115,11,30,50.87,46.56,33,7.07,Franco Cristaldo,franco-cristaldo,1200,558820,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
10,12,2515,195,1,48.0,47,29,139,151,39,28,60.43,59.22,15,7.07,André,andre,3894,1035996,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
7,10,1249,318,0,50.0,24,22,86,96,24,18,51.5,51.34,15,7.06,Helinho,helinho,501,906837,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
3,27,1129,89,0,64.29,3,13,24,51,10,12,61.54,62.96,3,7.06,Alan Franco,alan-franco,574,875402,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
1,2,450,61,0,100.0,1,5,1,3,0,5,100.0,100.0,0,7.06,Jandrei,jandrei,421,874979,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
4,26,2653,457,0,32.91,55,33,141,167,24,28,52.22,47.85,42,7.06,Bruno Rodrigues,bruno-rodrigues,900,817650,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
4,7,1259,275,0,50.0,27,18,67,74,7,17,60.91,59.68,9,7.06,Marcelo,marcelo,32275,17787,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
6,11,1769,275,1,33.33,15,28,48,59,40,23,38.1,37.11,16,7.05,Guilherme Marques,guilherme-marques,339,109610,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,2,265,32,0,50.0,4,6,17,19,4,4,50.0,50.0,5,7.05,Gustavo Sauer,gustavo-sauer,280,904505,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
2,7,346,39,0,70.0,7,4,18,25,6,4,60.0,62.5,3,7.05,Richard Cândido,richard-candido,274,897617,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
2,26,1020,107,0,54.17,8,13,35,61,14,11,58.33,56.48,5,7.05,Eduardo Santos,eduardo-santos,89,925189,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
9,73,2970,303,0,64.6,22,33,68,141,30,33,57.63,61.04,5,7.05,Víctor Cuesta,victor-cuesta,718,587148,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
7,36,1980,192,0,58.06,14,22,40,76,18,22,57.97,58.02,5,7.05,Lucas Beraldo,lucas-beraldo,1273,1108441,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
2,7,3240,251,0,100.0,2,36,2,9,0,36,100.0,100.0,0,7.04,Léo Jardim,leo-jardim,762,595598,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
1,16,2970,344,0,84.21,11,33,9,25,0,33,81.82,83.33,0,7.04,Tadeu,tadeu,341,552172,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,8,384,91,1,47.06,11,8,17,25,10,4,53.13,51.02,3,7.04,Rossi,rossi,424,243425,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
2,14,3219,219,0,93.33,6,36,3,17,1,36,60.0,85.0,0,7.04,Cássio,cassio,2355,27756,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
8,18,2504,502,2,48.65,28,28,89,107,32,28,53.94,52.97,17,7.03,Reinaldo,reinaldo,821,243109,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
5,14,1485,303,0,43.75,25,22,108,122,17,17,56.25,54.46,17,7.03,Keno,keno,1051,787607,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
2,5,610,98,0,33.33,14,14,40,45,14,6,62.5,56.96,6,7.03,Pedrinho,pedrinho,1338,874030,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
5,8,1674,217,0,47.06,30,26,61,69,15,19,57.01,55.65,11,7.03,Ganso,ganso,1728,116853,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
1,10,1215,179,0,62.5,22,23,58,68,11,15,58.59,59.13,12,7.03,Renato Augusto,renato-augusto,3247,34152,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
1,5,360,25,0,55.56,1,4,4,9,5,4,44.44,50.0,0,7.03,Nathan Silva,nathan-silva,333,841129,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
6,7,3030,299,0,87.5,4,34,5,12,1,34,83.33,85.71,0,7.02,João Paulo,joao-paulo,933,795177,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
0,8,810,60,0,88.89,2,9,3,11,1,9,75.0,84.62,0,7.02,Jory,jory,31,839762,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
2,10,1884,307,0,41.67,35,29,86,96,13,22,53.09,51.61,18,7.02,Artur,artur,2210,841128,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
9,12,1979,217,1,52.17,21,24,67,79,23,22,61.47,59.85,2,7.02,Rafinha,rafinha,1642,12634,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,91,2411,487,0,67.91,9,29,87,178,11,27,59.18,63.35,7,7.02,Tinga,tinga,245,330057,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
3,32,2811,261,0,55.17,8,34,51,83,25,31,47.66,50.3,3,7.02,Marlon Freitas,marlon-freitas,373,840202,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
1,13,776,121,0,56.52,17,20,39,52,9,7,60.0,59.09,8,7.02,Nikão,nikao,457,139300,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
1,21,1000,110,0,70.0,3,15,24,45,15,11,52.17,59.21,1,7.02,David Luiz,david-luiz,5401,21300,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
1,24,2215,369,1,45.28,24,26,76,100,18,25,59.38,55.25,11,7.02,Guilherme Arana,guilherme-arana,2113,1127439,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
3,12,3150,235,0,100.0,4,35,2,14,1,35,66.67,93.33,0,7.02,Walter,walter,275,329055,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
1,3,480,79,0,27.27,2,6,14,17,4,6,60.87,50.0,2,7.02,Fernando,fernando,105,1017746,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
6,61,2325,228,0,66.3,22,31,96,157,45,28,50.26,55.48,14,7.02,Erick,erick,311,874063,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
8,6,1855,280,0,37.5,32,31,116,122,37,22,54.46,53.28,32,7.02,Denilson,denilson,157,1175760,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
7,21,2246,288,0,55.26,28,31,163,184,47,29,55.82,55.76,21,7.01,Matheus Fernandes,matheus-fernandes,986,840150,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
3,44,2151,270,0,41.12,40,31,67,111,22,30,49.26,45.68,25,7.01,Eduardo Sasha,eduardo-sasha,953,143846,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
3,32,1312,148,2,71.11,13,16,34,66,9,15,61.82,66.0,2,7.01,Lucas Oliveira,lucas-oliveira,200,867907,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
1,53,1802,187,1,47.32,19,24,32,85,18,22,36.36,42.5,14,7.01,Gonzalo Mastriani,gonzalo-mastriani,593,345847,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
6,135,2822,406,0,55.33,68,34,100,235,33,33,54.64,55.04,24,7.0,Deyverson,deyverson,1811,270287,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
3,29,2497,229,0,30.21,59,29,84,113,35,29,47.73,41.54,33,7.0,Marcos Leonardo,marcos-leonardo,5527,1047227,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
0,0,25,4,0,0.0,0,4,2,2,0,0,40.0,33.33,0,7.0,Ruan Assis,ruan-assis,15,1495892,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
2,36,975,113,0,70.59,8,13,29,65,14,10,59.18,65.0,0,7.0,Gabriel Xavier,gabriel-xavier,101,1117710,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,71,6,0,0.0,3,1,6,6,1,1,75.0,75.0,1,7.0,Moreira,moreira,326,1175765,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,90,3,0,0.0,0,1,0,0,0,1,0.0,0.0,0,7.0,Vitor Eudes,vitor-eudes,115,927666,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,13,3,0,0.0,0,1,2,2,0,0,100.0,66.67,0,7.0,Luis Fernando,luis-fernando,71,1585334,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
4,3,1202,193,0,18.75,48,23,87,90,20,13,51.48,48.65,13,7.0,Biel,biel,540,1106140,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
1,12,1615,257,0,30.0,23,31,106,118,19,19,47.96,45.21,25,6.99,Everton,everton,5930,386198,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
3,10,2790,298,0,100.0,3,31,3,13,2,31,50.0,81.25,0,6.99,Bento,bento,929,1016104,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
5,13,1074,167,0,65.0,39,13,90,103,33,13,54.22,55.38,15,6.99,Zé Ricardo,ze-ricardo,109,943044,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
8,26,1853,230,1,49.06,32,24,74,100,28,22,50.68,50.25,17,6.99,Fernandinho,fernandinho,2703,13630,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
3,22,855,75,0,55.0,6,11,17,39,14,10,45.95,50.65,0,6.99,Pedro Henrique,pedro-henrique,340,551774,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
6,12,2162,325,1,48.0,42,33,120,132,44,28,50.21,50.0,18,6.99,Lucas Lima,lucas-lima,972,244589,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
7,15,2406,210,1,65.22,25,30,101,116,58,27,45.5,47.35,17,6.99,Pablo Maia,pablo-maia,932,1120721,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
9,70,2698,173,0,63.64,8,30,49,119,29,30,50.0,57.21,2,6.99,Gil,gil,993,106402,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
10,19,2083,336,0,38.0,50,28,152,171,41,22,50.33,48.58,40,6.99,Agustín Canobbio,agustin-canobbio,946,846413,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
3,6,2275,298,0,22.22,25,31,127,133,25,25,52.7,49.63,24,6.98,Wanderson,wanderson,645,247483,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
4,12,1606,186,0,48.0,31,24,65,77,16,20,55.56,54.23,9,6.98,Maurício,mauricio,750,986233,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
4,23,1876,367,0,46.0,46,30,129,152,36,20,58.9,56.51,17,6.98,Tomás Cuello,tomas-cuello,356,871273,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
6,87,3033,274,0,57.24,17,34,51,138,23,34,60.71,58.47,5,6.98,Luciano Castan,luciano-castan,171,845110,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
1,35,1548,292,0,55.56,37,21,87,122,23,17,57.62,57.01,9,6.98,Sander,sander,133,795014,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
3,1,1384,273,2,8.33,50,20,122,123,8,15,54.22,51.9,43,6.98,Yeferson Soteldo,yeferson-soteldo,2810,789960,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
8,80,2690,250,0,62.02,18,31,58,138,37,30,56.31,59.48,0,6.98,Thiago Heleno,thiago-heleno,247,33106,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
5,17,1606,265,0,47.22,28,24,77,94,40,21,46.67,46.77,18,6.98,Gabriel Menino,gabriel-menino,1891,974556,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
5,26,2470,383,0,56.52,23,28,85,111,14,28,49.71,51.15,17,6.98,Joaquín Piquerez,joaquin-piquerez,1809,881110,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
4,67,2115,166,2,65.69,25,25,49,116,23,25,60.49,63.39,3,6.98,Nino,nino,1286,870788,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
4,11,1654,274,0,47.83,39,20,94,105,32,20,47.96,47.95,28,6.98,Jean Lucas,jean-lucas,907,927975,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
6,13,2467,262,1,40.63,31,28,135,148,49,28,45.76,45.26,18,6.97,Mathias Villasanti,mathias-villasanti,891,1139775,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
6,5,2288,405,0,13.89,56,32,138,143,29,26,50.0,45.83,47,6.97,Alan Patrick,alan-patrick,1098,124997,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
4,10,821,168,0,50.0,12,16,56,66,20,7,49.12,49.25,7,6.97,Vítor Jacaré,vitor-jacare,442,1019652,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
