bigChancesCreated,totalPasses,accurateFinalThirdPasses,accurateLongBalls,assists,accuratePassesPercentage,keyPasses,accurateLongBallsPercentage,accuratePasses,accurateOwnHalfPasses,accurateCrosses,passToAssist,inaccuratePasses,accurateOppositionHalfPasses,accurateCrossesPercentage,rating,player.name,player.slug,player.userCount,player.id,team.name,team.slug,team.shortName,team.userCount,team.type,team.id,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text
1,331,92,3,2,71.9,16,42.86,238,75,1,0,93,164,16.67,7.18,Jean Carlos Blanco,jean-carlos-blanco,58,1199361,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
0,584,26,150,0,77.91,0,55.76,455,375,0,0,129,80,0.0,7.18,Alexander Domínguez,alexander-dominguez,296,33567,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
4,617,148,53,3,77.63,19,56.99,479,212,13,0,138,280,20.31,7.18,José Quintero,jose-quintero,40,805485,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
10,613,162,21,8,75.86,57,53.85,465,142,56,0,148,379,35.22,7.18,Lucas Mancinelli,lucas-mancinelli,18,174935,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
0,177,12,44,0,71.19,1,46.81,126,100,0,0,51,26,0.0,7.14,Damián Frascarelli,damian-frascarelli,26,107249,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
3,845,314,55,3,85.56,60,70.51,723,170,36,1,122,589,41.86,7.14,Junior Sornoza,junior-sornoza,320,155786,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
0,612,27,135,0,67.97,1,41.28,416,331,0,0,196,85,0.0,7.13,Pedro Ortiz,pedro-ortiz,32,905632,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
9,752,169,19,7,76.2,23,41.3,573,228,11,0,179,356,31.43,7.12,Hancel Batalla,hancel-batalla,15,873887,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
5,897,90,92,3,85.84,10,58.23,770,456,0,0,127,314,0.0,7.11,Richard Schunke,richard-schunke,70,877436,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
7,725,245,39,4,67.45,48,46.99,489,123,31,0,236,397,23.85,7.11,Braian Oyola,braian-oyola,16,906808,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
2,1149,75,91,3,86.07,6,53.85,989,686,0,0,160,303,0.0,7.1,Ricardo Adé,ricardo-ade,1073,839638,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
0,54,2,15,0,48.15,0,35.71,26,13,0,0,28,13,0.0,7.1,Benjamin Cardenas,cardenas-benjamin,2,1185856,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
1,448,127,42,1,75.45,31,53.16,338,111,29,0,110,256,36.25,7.09,Sergio López,sergio-lopez,12,221748,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
1,433,108,16,0,82.45,16,61.54,357,150,0,0,76,207,0.0,7.08,Andrés Parrales,andres-parrales,66,340247,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
1,450,15,39,1,76.22,4,41.05,343,287,1,0,107,57,50.0,7.08,Bruno Duarte,bruno-duarte,9,874645,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
0,1782,272,226,0,89.51,13,69.11,1595,847,5,0,187,753,26.32,7.08,Agustín García Basso,agustin-garcia-basso,21,896806,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
4,844,173,75,2,85.9,30,71.43,725,336,5,0,119,394,35.71,7.07,Nicolás Rinaldi,nicolas-rinaldi,16,859965,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
4,372,162,19,4,84.41,19,79.17,314,76,8,0,58,246,42.11,7.06,Miller Bolaños,miller-bolanos,215,47658,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
4,324,112,5,4,59.88,31,26.32,194,44,6,0,130,156,35.29,7.06,Byron Palacios,byron-palacios,15,961894,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
1,454,169,13,1,87.0,21,72.22,395,102,1,0,59,294,16.67,7.06,Ismael Díaz,ismael-diaz,254,796328,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
3,176,46,8,0,65.91,9,72.73,116,30,0,0,60,86,0.0,7.05,Jaime Ayoví,jaime-ayovi,82,106458,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
2,214,65,9,3,79.91,13,56.25,171,53,0,0,43,118,0.0,7.04,Jeison Medina,jeison-medina,47,925147,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
3,522,221,18,4,82.57,30,56.25,431,87,17,0,91,361,41.46,7.04,Renato Ibarra,renato-ibarra,204,158395,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
3,396,102,4,3,67.17,24,23.53,266,87,0,0,130,179,0.0,7.03,Francisco Fydriszewski,francisco-fydriszewski,201,594430,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
4,844,220,63,3,85.31,24,70.0,720,281,10,0,124,449,16.13,7.02,José Cevallos,jose-cevallos,69,33703,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
1,537,104,73,2,75.98,14,57.03,408,192,20,0,129,236,27.4,7.02,Yerson Candelo,yerson-candelo,120,158593,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
0,293,54,87,0,39.59,2,33.59,116,35,0,0,177,81,0.0,7.02,Leodan Chalá,leodan-chala,5,822736,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
5,1081,246,87,4,82.52,18,53.7,892,425,3,0,189,470,25.0,7.02,Anthony Landázuri,anthony-landazuri,67,826831,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
0,14,0,3,0,100.0,0,100.0,14,12,0,0,0,2,0.0,7.0,Diogo Bagui,bagui-diogo,10,1470458,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
0,11,2,1,0,63.64,0,100.0,7,4,0,0,4,3,0.0,7.0,Richard Borja,borja-richard,13,1517144,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
2,292,104,8,1,70.21,21,66.67,205,52,8,0,87,161,28.57,7.0,Alexander Bolaños,alexander-bolanos,15,965310,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
0,967,210,54,3,90.07,18,69.23,871,356,12,0,96,527,32.43,7.0,Jordy Alcivar,jordy-alcivar,159,925740,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
0,164,71,3,0,81.1,10,50.0,133,27,0,0,31,106,0.0,6.99,Paolo Guerrero,paolo-guerrero,3936,338,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
0,202,50,6,0,61.39,1,50.0,124,39,1,0,78,86,20.0,6.99,Facundo Castelli,castelli-facundo,21,895229,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
2,215,44,15,2,75.81,10,62.5,163,74,0,0,52,89,0.0,6.99,Dario Pazmino,pazmino-dario,1,977091,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
6,718,235,22,4,76.18,39,53.66,547,149,20,0,171,418,23.26,6.99,Arón Rodríguez,aron-rodriguez,33,1011412,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
0,640,69,58,0,86.09,4,61.05,551,338,0,0,89,213,0.0,6.98,Fausto Grillo,fausto-grillo,29,553508,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
2,480,112,12,2,76.04,23,60.0,365,119,2,0,115,248,33.33,6.98,Raúl Becerra,raul-becerra,51,340415,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
1,1086,89,100,1,85.17,5,58.14,925,650,2,0,161,277,66.67,6.98,Luis Fernando León,luis-fernando-leon,88,339967,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
2,610,171,51,1,82.79,7,63.75,505,196,3,0,105,312,33.33,6.98,Mauricio Martínez,mauricio-martinez,68,789402,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
3,612,148,44,0,79.08,28,48.35,484,167,12,0,128,329,26.67,6.98,Jefferson Valverde,valverde-jefferson,9,975528,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
0,198,56,10,0,80.3,11,71.43,159,61,4,0,39,102,25.0,6.98,Alexis Zapata,alexis-zapata,57,353296,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
2,910,83,114,2,82.64,7,58.46,752,516,0,0,158,236,0.0,6.97,Luis Cangá,luis-canga,23,155776,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
1,573,142,34,1,86.21,12,62.96,494,230,6,0,79,270,15.0,6.96,Daykol Romero,daykol-romero,7,1066555,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
4,695,205,47,1,73.81,33,53.41,513,163,10,0,182,360,20.83,6.96,Diego García,diego-garcia,57,989331,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
0,550,24,125,0,76.0,0,49.6,418,333,0,0,132,85,0.0,6.96,Javier Burrai,javier-burrai,103,174421,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
0,674,51,193,0,58.31,3,40.98,393,261,0,0,281,132,0.0,6.96,Hamilton Piedra,hamilton-piedra,7,794921,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
0,757,61,70,0,69.88,5,35.0,529,342,2,0,228,189,40.0,6.96,Teodoro Paredes,teodoro-paredes,15,312346,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
5,360,134,25,1,74.17,31,73.53,267,57,19,0,93,229,26.39,6.96,Bagner Delgado,bagner-delgado,4,975813,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
5,973,254,63,5,90.13,23,72.41,877,325,3,0,96,555,33.33,6.95,Lorenzo Faravelli,lorenzo-faravelli,164,250009,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
4,355,119,12,2,71.83,41,50.0,255,55,27,1,100,227,31.76,6.95,Luis Estupiñan,luis-estupinan,11,975090,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
1,1250,234,91,1,87.6,23,66.42,1095,522,0,0,155,573,0.0,6.95,Kevin Minda,kevin-minda,20,822718,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
7,618,203,31,5,72.01,58,42.47,445,111,19,0,173,353,19.79,6.95,Maicon Solís,maicon-solis,9,922846,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
0,883,23,163,0,78.6,1,47.52,694,610,0,0,189,84,0.0,6.95,Gonzalo Valle,gonzalo-valle,10,925484,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
3,323,99,14,3,78.64,20,48.28,254,82,13,0,69,185,22.81,6.94,Samuel Sosa,samuel-sosa,347,836584,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
1,910,219,111,0,91.21,13,81.62,830,320,1,0,80,511,50.0,6.94,Óscar Zambrano,oscar-zambrano,388,1145130,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
2,328,56,12,0,75.3,7,27.91,247,110,3,0,81,140,9.09,6.94,Anibal Chalá,anibal-chala,112,827140,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
4,442,123,19,7,79.86,31,50.0,353,123,11,0,89,241,31.43,6.93,Luis Cano,luis-cano,9,975548,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
1,64,13,1,1,67.19,4,100.0,43,14,0,0,21,29,0.0,6.93,Tobías Donsanti,tobias-donsanti,13,1086968,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
1,1073,92,90,0,84.44,4,49.45,906,612,3,0,167,297,33.33,6.93,Facundo Rodríguez,facundo-rodriguez,49,980485,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
3,326,106,47,1,78.53,10,63.51,256,79,10,0,70,187,26.32,6.92,Willian Cevallos,cevallos-willian,3,975696,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
2,1061,282,91,2,86.24,29,62.33,915,347,8,0,146,576,38.1,6.92,Ezequiel Piovi,ezequiel-piovi,76,359098,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
2,486,188,36,1,80.04,30,66.67,389,80,19,0,97,328,32.76,6.92,Kendry Páez,kendry-paez,4032,1464025,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
0,672,35,175,1,55.21,1,38.04,371,248,0,0,301,123,0.0,6.92,Leonel Nazareno,leonel-nazareno,3,805464,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
2,912,176,78,2,74.34,45,50.98,678,301,39,1,234,416,39.8,6.91,Juan Carlos Paredes,juan-carlos-paredes,41,47668,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
3,337,83,26,1,81.31,14,72.22,274,101,1,0,63,174,12.5,6.91,Michael Carcelén,michael-carcelen,35,1018554,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
1,576,208,41,0,80.9,35,71.93,466,114,9,0,110,361,22.5,6.91,Lisandro Alzugaray,lisandro-alzugaray,42,897059,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
0,295,20,28,0,78.98,2,52.83,233,150,0,0,62,83,0.0,6.91,Carlos Rolón,carlos-rolon,19,805203,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
1,846,201,84,1,80.26,29,60.87,679,260,17,0,167,436,32.08,6.9,Erick Plúas,erick-pluas,16,1134650,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
1,61,22,0,0,75.41,5,0.0,46,14,0,0,15,32,0.0,6.9,Kavier Ortiz,kavier-ortiz,3,1116667,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
0,1099,76,105,0,80.89,2,47.3,889,616,0,0,210,273,0.0,6.9,Aníbal Leguizamón,anibal-leguizamon,25,898990,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
0,29,5,5,0,89.66,2,100.0,26,12,0,0,3,14,0.0,6.9,Christian Alemán,christian-aleman,56,339563,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
0,109,2,7,0,83.49,0,30.43,91,88,0,0,18,3,0.0,6.9,Alexis Villa,alexis-villa,4,1067803,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
5,522,156,26,1,86.78,15,72.22,453,129,3,0,69,327,17.65,6.89,Sebastián González,sebastian-gonzalez,110,1116579,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
3,227,94,4,2,76.65,25,80.0,174,38,1,0,53,137,16.67,6.89,Jose Enrique Angulo,jose-enrique-angulo,99,590176,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
1,238,76,6,1,76.05,15,60.0,181,41,1,0,57,141,12.5,6.89,Alejandro Cabeza,alejandro-cabeza,51,868742,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
1,1250,79,106,0,86.24,4,57.61,1078,717,0,0,172,361,0.0,6.89,Franklin Guerra,franklin-guerra,19,827135,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
0,262,79,21,0,87.4,6,75.0,229,76,0,0,33,153,0.0,6.89,Arnaldo Zambrano,zambrano-arnaldo,2,998401,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
0,498,71,77,1,67.27,6,44.51,335,181,0,0,163,154,0.0,6.88,Jhonnier Chala,jhonnier-chala,15,1461225,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
2,624,117,75,2,64.74,22,38.07,404,168,17,0,220,253,26.98,6.88,Jerry Parrales,parrales-jerry,7,1466377,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
6,724,209,42,2,70.86,35,45.16,513,149,24,0,211,388,26.67,6.88,Elvis Patta,elvis-patta,2,588628,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
0,433,155,31,0,76.21,22,46.27,330,90,2,0,103,242,7.69,6.88,Nixon Molina,nixon-molina,12,1015290,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
0,777,52,78,1,77.86,3,45.88,605,423,0,0,172,182,0.0,6.88,Carlos Rodríguez,carlos-rodriguez,55,849170,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
0,148,20,11,0,68.92,2,52.38,102,51,1,0,46,52,50.0,6.88,Nicolas Sottile,sottile-nicolas,1,1118571,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
0,412,58,30,0,74.51,7,39.47,307,183,5,0,105,129,45.45,6.88,Caín Fara,cain-fara,14,971200,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
4,198,61,9,2,70.2,13,69.23,139,39,1,0,59,101,33.33,6.87,Jhon Cifuente,jhon-cifuente,96,846663,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
1,206,62,8,1,72.33,11,57.14,149,52,3,0,57,100,23.08,6.87,Diego Ledesma,ledesma-diego,14,1479176,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
0,52,19,4,0,82.69,6,80.0,43,10,3,0,9,36,30.0,6.87,Alan Minda,minda-alan,285,1122552,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
0,495,39,62,0,85.45,2,60.19,423,288,1,0,72,136,50.0,6.87,Tomás Oneto,tomas-oneto,12,871814,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
0,662,87,68,0,85.5,7,67.33,566,304,1,0,96,263,16.67,6.86,Edison Caicedo,edison-caicedo,10,844615,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
4,341,104,5,5,73.31,29,38.46,250,69,10,0,91,191,25.0,6.86,Alexis Rodríguez,alexis-rodriguez,41,882607,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
2,790,236,30,2,77.09,28,45.45,609,183,13,0,181,439,23.21,6.86,Juan Ruiz Gómez,juan-ruiz-gomez,16,896857,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
1,53,14,3,1,73.58,1,42.86,39,10,0,0,14,29,0.0,6.86,Elian Carabali,carabali-elian,2,1474739,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
0,224,68,6,0,84.38,3,50.0,189,51,1,0,35,139,9.09,6.86,Bryan García,bryan-garcia,75,1065584,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
2,489,137,35,1,82.21,21,67.31,402,143,12,0,87,271,36.36,6.86,Jordan Rezabala,jordan-rezabala,48,1049725,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
0,375,119,40,4,77.07,21,68.97,289,94,11,1,86,206,21.15,6.85,Gabriel Cortez,gabriel-cortez,68,1090134,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
2,433,42,16,0,87.3,5,53.33,378,237,0,0,55,141,0.0,6.85,Thiago Serpa,thiago-serpa,5,1004135,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
0,1031,84,94,0,78.76,8,44.55,812,546,1,0,219,267,50.0,6.85,Gabriel Achilier,gabriel-achilier,42,37047,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
0,654,13,83,0,83.94,1,47.7,549,508,0,0,105,41,0.0,6.85,Moisés Ramírez,moises-ramirez,346,923237,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
6,663,270,38,3,83.11,35,62.3,551,109,6,0,112,448,35.29,6.85,Jhojan Julio,jhojan-julio,257,925741,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
3,556,160,18,3,73.02,20,52.94,406,98,6,0,150,314,17.14,6.85,Cristhian Solano,solano-cristhian,5,1119725,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
2,373,103,23,2,72.39,14,62.16,270,89,8,0,103,189,20.51,6.85,Byron Angulo,angulo-byron,7,1185457,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
0,226,8,73,0,55.31,1,42.44,125,72,0,0,101,53,0.0,6.85,Dennis Corozo,dennis-corozo,1,33227,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
0,65,13,0,0,63.08,0,0.0,41,11,0,0,24,30,0.0,6.84,Agustín Rodríguez,agustin-rodriguez,61,1108468,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
0,123,43,2,0,67.48,19,33.33,83,14,3,0,40,72,37.5,6.84,Angel Quiñonez,angel-quinonez,16,886545,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
1,842,133,61,0,85.99,9,72.62,724,371,1,0,118,354,33.33,6.84,Leonai Souza de Almeida,leonai-souza-de-almeida,56,1021850,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
1,675,38,82,1,74.96,4,44.57,506,357,0,0,169,149,0.0,6.84,Dennis Quintero,dennis-quintero,3,789917,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
5,464,135,22,3,71.55,32,47.83,332,110,5,0,132,227,17.86,6.84,Sergio Gonzalez,sergio-gonzalez,11,790806,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
0,823,47,215,0,70.96,2,48.53,584,449,0,0,239,135,0.0,6.84,Rolando David Silva,silva-rolando-david,1,1020039,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
0,50,15,2,0,60.0,0,33.33,30,6,1,0,20,25,33.33,6.84,Eber Caicedo,eber-caicedo,2,226216,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
2,69,20,1,0,69.57,4,100.0,48,12,1,0,21,37,100.0,6.84,Juan Anangonó,juan-anangono,37,125076,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
0,278,18,28,0,76.26,0,46.67,212,140,0,0,66,72,0.0,6.84,Joao Quinones,quinones-joao,3,939465,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
1,1017,96,90,1,79.55,6,46.63,809,517,0,0,208,292,0.0,6.83,Jhon Ontaneda,ontaneda-jhon,4,989402,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
3,267,88,8,2,70.04,19,40.0,187,43,6,0,80,150,17.65,6.83,Jorge Ordóñez,jorge-ordonez,15,869786,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
0,68,12,3,0,82.35,3,60.0,56,24,3,0,12,35,23.08,6.83,Ángel Gracia,angel-gracia,3,805126,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
