name,slug,shortName,position,jerseyNumber,height,preferredFoot,userCount,id,shirtNumber,dateOfBirthTimestamp,contractUntilTimestamp,proposedMarketValue,team.name,team.slug,team.shortName,team.gender,team.sport.name,team.sport.slug,team.sport.id,team.primaryUniqueTournament.name,team.primaryUniqueTournament.slug,team.primaryUniqueTournament.primaryColorHex,team.primaryUniqueTournament.secondaryColorHex,team.primaryUniqueTournament.category.name,team.primaryUniqueTournament.category.slug,team.primaryUniqueTournament.category.sport.name,team.primaryUniqueTournament.category.sport.slug,team.primaryUniqueTournament.category.sport.id,team.primaryUniqueTournament.category.id,team.primaryUniqueTournament.category.flag,team.primaryUniqueTournament.category.alpha2,team.primaryUniqueTournament.userCount,team.primaryUniqueTournament.id,team.primaryUniqueTournament.displayInverseHomeAwayTeams,team.userCount,team.nameCode,team.national,team.type,team.id,team.country.alpha2,team.country.name,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,firstName,lastName,retired,team.disabled,gender,deceased
Hamilton Piedra,hamilton-piedra,H. Piedra,G,31,182.0,,7,794921,31.0,730166400.0,1735603200.0,465000.0,Deportivo Cuenca,deportivo-cuenca,Cuenca,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,4135,CUE,False,0,5251,EC,Ecuador,#990000,#ffff00,#ffff00,EC,Ecuador,465000.0,EUR,,,,,,
Teodoro Paredes,teodoro-paredes,T. Paredes,D,13,184.0,Right,15,312346,13.0,733622400.0,1703980800.0,390000.0,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,PY,Paraguay,390000.0,EUR,,,False,,,
Bagner Delgado,bagner-delgado,B. Delgado,M,10,,,4,975813,10.0,816825600.0,,410000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,EC,Ecuador,410000.0,EUR,,,,,,
Lorenzo Faravelli,lorenzo-faravelli,L. Faravelli,M,8,171.0,Right,166,250009,8.0,733363200.0,1798675200.0,1500000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,AR,Argentina,1500000.0,EUR,,,,False,,
Luis Estupiñan,luis-estupinan,L. Estupiñan,F,7,170.0,,11,975090,7.0,921283200.0,,515000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,EC,Ecuador,515000.0,EUR,,,,,,
Kevin Minda,kevin-minda,K. Minda,M,4,176.0,,20,822718,4.0,911606400.0,1735603200.0,850000.0,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6217,UNI,False,0,21942,EC,Ecuador,#4bacd2,#222226,#222226,EC,Ecuador,850000.0,EUR,,,,,,
Maicon Solís,maicon-solis,M. Solís,M,17,,Right,9,922846,17.0,768614400.0,1703980800.0,545000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,545000.0,EUR,,,False,,,False
Gonzalo Valle,gonzalo-valle,G. Valle,G,1,,Right,10,925484,1.0,825465600.0,1798675200.0,540000.0,Guayaquil City,guayaquil-city,Guayaquil City,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3362,GUA,False,0,188850,EC,Ecuador,#87bee7,#0070a0,#0070a0,EC,Ecuador,540000.0,EUR,,,,,,
Samuel Sosa,samuel-sosa,S. Sosa,M,7,175.0,Left,348,836584,7.0,945388800.0,1703980800.0,430000.0,Emelec,emelec,Emelec,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,13221,CSE,False,0,5255,EC,Ecuador,#0000cc,#333399,#333399,VE,Venezuela,430000.0,EUR,,,,False,,
Óscar Zambrano,oscar-zambrano,Ó. Zambrano,M,5,176.0,,390,1145130,5.0,1082419200.0,,1600000.0,LDU,ldu,LDU,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22367,LDU,False,0,5257,EC,Ecuador,#ffffff,#ffffff,#ffffff,EC,Ecuador,1600000.0,EUR,,,False,False,,
Anibal Chalá,anibal-chala,A. Chalá,D,16,178.0,Left,112,827140,16.0,831600000.0,1719705600.0,970000.0,Emelec,emelec,Emelec,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,13221,CSE,False,0,5255,EC,Ecuador,#0000cc,#333399,#333399,EC,Ecuador,970000.0,EUR,,,,False,,
Luis Cano,luis-cano,L. Cano,M,22,,,9,975548,22.0,936489600.0,,275000.0,Aucas,aucas,Aucas,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,7497,SDA,False,0,5249,EC,Ecuador,#d4252a,#ffdd00,#ffdd00,EC,Ecuador,275000.0,EUR,,,,False,,
Tobías Donsanti,tobias-donsanti,T. Donsanti,F,22,179.0,Right,13,1086968,22.0,958348800.0,1703980800.0,190000.0,Gualaceo SC,gualaceo-sc,Gualaceo,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2276,GUA,False,0,248196,EC,Ecuador,#f9f11e,#13943b,#13943b,AR,Argentina,190000.0,EUR,Tobías Donsanti,,,,,
Facundo Rodríguez,facundo-rodriguez,F. Rodríguez,D,6,188.0,Right,49,980485,6.0,951523200.0,1703980800.0,645000.0,LDU,ldu,LDU,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22367,LDU,False,0,5257,EC,Ecuador,#ffffff,#ffffff,#ffffff,AR,Argentina,645000.0,EUR,,,,False,,
Willian Cevallos,cevallos-willian,W. Cevallos,M,40,,,3,975696,40.0,642729600.0,,230000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,EC,Ecuador,230000.0,EUR,,,,,,
Ezequiel Piovi,ezequiel-piovi,E. Piovi,M,18,170.0,Right,76,359098,18.0,714268800.0,1767139200.0,1100000.0,LDU,ldu,LDU,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22367,LDU,False,0,5257,EC,Ecuador,#ffffff,#ffffff,#ffffff,AR,Argentina,1100000.0,EUR,,,,False,,
Kendry Páez,kendry-paez,K. Páez,M,55,177.0,Left,4043,1464025,55.0,1178236800.0,,5200000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,EC,Ecuador,5200000.0,EUR,,,False,False,,
Leonel Nazareno,leonel-nazareno,L. Nazareno,G,28,195.0,,3,805464,28.0,776044800.0,1703980800.0,310000.0,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,EC,Ecuador,310000.0,EUR,,,,,,
Juan Carlos Paredes,juan-carlos-paredes,J. C. Paredes,M,4,179.0,Right,41,47668,4.0,552700800.0,1703980800.0,320000.0,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,EC,Ecuador,320000.0,EUR,,,False,,,
Michael Carcelén,michael-carcelen,M. Carcelén,M,80,189.0,Right,35,1018554,80.0,860889600.0,1719705600.0,440000.0,Emelec,emelec,Emelec,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,13221,CSE,False,0,5255,EC,Ecuador,#0000cc,#333399,#333399,EC,Ecuador,440000.0,EUR,,,,False,,
Lisandro Alzugaray,lisandro-alzugaray,L. Alzugaray,M,20,170.0,Left,42,897059,20.0,640310400.0,1703980800.0,730000.0,LDU,ldu,LDU,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22367,LDU,False,0,5257,EC,Ecuador,#ffffff,#ffffff,#ffffff,AR,Argentina,730000.0,EUR,,,,False,,
Carlos Rolón,carlos-rolon,C. Rolón,D,16,184.0,Right,19,805203,16.0,709862400.0,,360000.0,Aucas,aucas,Aucas,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,7497,SDA,False,0,5249,EC,Ecuador,#d4252a,#ffdd00,#ffdd00,PY,Paraguay,360000.0,EUR,,,,False,,
Erick Plúas,erick-pluas,E. Plúas,M,14,174.0,,16,1134650,14.0,1016582400.0,,470000.0,Orense SC,orense-sc,Orense,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2909,ORE,False,0,277525,EC,Ecuador,#7cfc00,#00009a,#00009a,EC,Ecuador,470000.0,EUR,,,False,,,
Kavier Ortiz,kavier-ortiz,K. Ortiz,M,24,,,3,1116667,24.0,1017964800.0,1719705600.0,215000.0,Atlético Albacete II,atletico-albacete-ii,Atl. Albacete,M,Football,football,1,"Tercera Federación, Group 18",tercera-federacion-group-18,#00aff1,#00488b,Spain Amateur,spain-amateur,Football,football,1.0,421.0,spain,ES,368.0,11367.0,False,182,ATL,False,0,202440,ES,Spain,#ffffff,#000000,#000000,EC,Ecuador,215000.0,EUR,Kavier Ortiz,,,,,
Aníbal Leguizamón,anibal-leguizamon,A. Leguizamón,D,2,186.0,,25,898990,2.0,695001600.0,1719705600.0,680000.0,Emelec,emelec,Emelec,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,13221,CSE,False,0,5255,EC,Ecuador,#0000cc,#333399,#333399,AR,Argentina,680000.0,EUR,,,,False,,
Christian Alemán,christian-aleman,C. Alemán,M,23,185.0,Left,56,339563,23.0,823478400.0,1719705600.0,145000.0,GKS Katowice,gks-katowice,GKS Katowice,M,Football,football,1,I Liga,i-liga,#b22019,#df9402,Poland,poland,Football,football,1.0,47.0,poland,PL,8587.0,229.0,False,2556,KAT,False,0,3112,PL,Poland,#ffe710,#000000,#000000,EC,Ecuador,145000.0,EUR,,,,,,
Alexis Villa,alexis-villa,A. Villa,G,12,196.0,Right,4,1067803,12.0,1001116800.0,,,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,EC,Ecuador,,,Alexis Villa,,False,False,,False
Sebastián González,sebastian-gonzalez,S. González,M,21,178.0,Right,109,1116579,21.0,1054857600.0,,825000.0,LDU,ldu,LDU,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22367,LDU,False,0,5257,EC,Ecuador,#ffffff,#ffffff,#ffffff,EC,Ecuador,825000.0,EUR,Sebastián González,,False,False,,
Jose Enrique Angulo,jose-enrique-angulo,J. E. Angulo,F,19,181.0,Right,99,590176,19.0,791769600.0,1703980800.0,560000.0,LDU,ldu,LDU,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22367,LDU,False,0,5257,EC,Ecuador,#ffffff,#ffffff,#ffffff,EC,Ecuador,560000.0,EUR,,,,False,,
Alejandro Cabeza,alejandro-cabeza,A. Cabeza,F,99,185.0,Right,51,868742,99.0,858038400.0,1751241600.0,820000.0,FC Sochi,fc-sochi,Sochi,M,Football,football,1,Premier Liga,premier-liga,#2580C3,#E94A51,Russia,russia,Football,football,1.0,21.0,russia,RU,36485.0,203.0,False,8111,SOC,False,0,2334,RU,Russia,#0065d4,#3048a0,#3048a0,EC,Ecuador,820000.0,EUR,,,,False,,
Franklin Guerra,franklin-guerra,F. Guerra,D,15,182.0,Right,19,827135,15.0,703036800.0,,775000.0,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6217,UNI,False,0,21942,EC,Ecuador,#4bacd2,#222226,#222226,EC,Ecuador,775000.0,EUR,,,,,,
Arnaldo Zambrano,zambrano-arnaldo,A. Zambrano,M,8,,,2,998401,8.0,1008979200.0,,330000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,EC,Ecuador,330000.0,EUR,,,False,,,
Jhonnier Chala,jhonnier-chala,J. Chala,D,44,,,14,1461225,44.0,957398400.0,1703980800.0,640000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,640000.0,EUR,Jhonnier Chala,,,,,
Jerry Parrales,parrales-jerry,J. Parrales,D,2,,,7,1466377,2.0,855360000.0,1703980800.0,495000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,495000.0,EUR,Jerry Parrales,,,,M,
Elvis Patta,elvis-patta,E. Patta,M,17,167.0,Left,2,588628,17.0,658800000.0,1703980800.0,480000.0,Técnico Universitario,tecnico-universitario,Técnico,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2879,TEC,False,0,21941,EC,Ecuador,#b80606,#dfdfdf,#dfdfdf,EC,Ecuador,480000.0,EUR,,,,,,
Nixon Molina,nixon-molina,N. Molina,M,8,182.0,Right,12,1015290,8.0,733104000.0,,325000.0,Delfín,delfin,Delfín,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,5215,DSC,False,0,213638,EC,Ecuador,#004597,#ffc414,#ffc414,EC,Ecuador,325000.0,EUR,,,,False,,
Carlos Rodríguez,carlos-rodriguez,C. Rodríguez,D,4,185.0,Right,55,849170,4.0,639446400.0,1735603200.0,730000.0,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,UY,Uruguay,730000.0,EUR,,,,False,,
Nicolas Sottile,sottile-nicolas,N. Sottile,M,,190.0,Right,1,1118571,,736560000.0,,205000.0,Folgore Caratese,folgore-caratese,Folgore Caratese,M,Football,football,1,"Serie D, Girone B",serie-d-girone-b,,,Italy,italy,Football,football,1.0,31.0,italy,IT,1303.0,1376.0,False,421,FOL,False,0,117230,IT,Italy,#0000ff,#ffffff,#ffffff,AR,Argentina,205000.0,EUR,Nicolás Sottile,,False,,M,
Caín Fara,cain-fara,C. Fara,D,3,184.0,Right,14,971200,3.0,762912000.0,1703980800.0,465000.0,Emelec,emelec,Emelec,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,13221,CSE,False,0,5255,EC,Ecuador,#0000cc,#333399,#333399,AR,Argentina,465000.0,EUR,,,,False,,
Jhon Cifuente,jhon-cifuente,J. Cifuente,F,38,178.0,Right,96,846663,38.0,711849600.0,,770000.0,Aucas,aucas,Aucas,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,7497,SDA,False,0,5249,EC,Ecuador,#d4252a,#ffdd00,#ffdd00,EC,Ecuador,770000.0,EUR,,,,False,,
Diego Ledesma,ledesma-diego,D. Ledesma,F,9,183.0,Right,13,1479176,9.0,741052800.0,,260000.0,Mushuc Runa,mushuc-runa,Mushuc Runa,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2987,MUR,False,0,134976,EC,Ecuador,#00e100,#009933,#009933,AR,Argentina,260000.0,EUR,Diego Ledesma,,,,M,
Alan Minda,minda-alan,A. Minda,M,11,171.0,Right,283,1122552,11.0,1052870400.0,1845936000.0,2100000.0,Cercle Brugge,cercle-brugge,Cercle Brugge,M,Football,football,1,Pro League,pro-league,#16002b,#ff1740,Belgium,belgium,Football,football,1.0,33.0,belgium,BE,71304.0,38.0,False,16543,CER,False,0,2929,BE,Belgium,#006633,#003333,#003333,EC,Ecuador,2100000.0,EUR,,,,,,
Tomás Oneto,tomas-oneto,T. Oneto,D,23,185.0,,12,871814,23.0,887846400.0,,440000.0,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6217,UNI,False,0,21942,EC,Ecuador,#4bacd2,#222226,#222226,AR,Argentina,440000.0,EUR,,,,,,
Edison Caicedo,edison-caicedo,E. Caicedo,M,13,170.0,,10,844615,13.0,637286400.0,1703980800.0,440000.0,Aucas,aucas,Aucas,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,7497,SDA,False,0,5249,EC,Ecuador,#d4252a,#ffdd00,#ffdd00,EC,Ecuador,440000.0,EUR,,,,False,,
Alexis Rodríguez,alexis-rodriguez,A. Rodríguez,F,11,170.0,Right,41,882607,11.0,827366400.0,,460000.0,Delfín,delfin,Delfín,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,5215,DSC,False,0,213638,EC,Ecuador,#004597,#ffc414,#ffc414,AR,Argentina,460000.0,EUR,,,,False,,
Juan Ruiz Gómez,juan-ruiz-gomez,J. R. Gómez,M,7,169.0,Right,16,896857,7.0,758160000.0,,390000.0,Delfín,delfin,Delfín,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,5215,DSC,False,0,213638,EC,Ecuador,#004597,#ffc414,#ffc414,AR,Argentina,390000.0,EUR,,,,False,,
Elian Carabali,carabali-elian,E. Carabali,M,19,,,2,1474739,19.0,955411200.0,,145000.0,Libertad,libertad,Libertad,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2965,LIB,False,0,394127,EC,Ecuador,#fc771c,#ffffff,#ffffff,EC,Ecuador,145000.0,EUR,,,,,M,
Bryan García,bryan-garcia,B. García,M,20,175.0,Right,75,1065584,20.0,979776000.0,,430000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,EC,Ecuador,430000.0,EUR,Bryan García,,False,False,,
Jordan Rezabala,jordan-rezabala,J. Rezabala,M,11,165.0,Left,50,1049725,11.0,951782400.0,,245000.0,Guayaquil City,guayaquil-city,Guayaquil City,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3362,GUA,False,0,188850,EC,Ecuador,#87bee7,#0070a0,#0070a0,EC,Ecuador,245000.0,EUR,,,,,,
Gabriel Cortez,gabriel-cortez,G. Cortez,M,8,179.0,Right,67,1090134,8.0,813283200.0,,540000.0,Barcelona SC,barcelona-sc,Barcelona SC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22465,BSC,False,0,5250,EC,Ecuador,#ffff00,#000000,#000000,EC,Ecuador,540000.0,EUR,,,,False,,
Thiago Serpa,thiago-serpa,T. Serpa,M,22,178.0,,5,1004135,22.0,932774400.0,,97000.0,Cumbayá FC,cumbaya-fc,Cumbayá FC,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,3203,CUM,False,0,377757,EC,Ecuador,#52b030,#52b030,#ffffff,BR,Brazil,97000.0,EUR,,,,,,
Gabriel Achilier,gabriel-achilier,G. Achilier,D,24,180.0,Right,42,37047,24.0,480470400.0,,275000.0,Orense SC,orense-sc,Orense,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2909,ORE,False,0,277525,EC,Ecuador,#7cfc00,#00009a,#00009a,EC,Ecuador,275000.0,EUR,,,,,,
Moisés Ramírez,moises-ramirez,M. Ramírez,G,1,185.0,Right,347,923237,1.0,968457600.0,,1100000.0,Independiente del Valle,independiente-del-valle,Independiente del Valle,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22891,IND,False,0,39723,EC,Ecuador,#002945,#e8ac35,#e8ac35,EC,Ecuador,1100000.0,EUR,,,,False,,
Jhojan Julio,jhojan-julio,J. Julio,M,26,168.0,Right,258,925741,26.0,887155200.0,1735603200.0,1100000.0,LDU,ldu,LDU,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,22367,LDU,False,0,5257,EC,Ecuador,#ffffff,#ffffff,#ffffff,EC,Ecuador,1100000.0,EUR,,,,False,,
Cristhian Solano,solano-cristhian,C. Solano,M,11,,,5,1119725,11.0,918432000.0,,,Orense SC,orense-sc,Orense,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,2909,ORE,False,0,277525,EC,Ecuador,#7cfc00,#00009a,#00009a,,,,,,,False,,,
Byron Angulo,angulo-byron,B. Angulo,M,13,,,7,1185457,13.0,845337600.0,,280000.0,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6217,UNI,False,0,21942,EC,Ecuador,#4bacd2,#222226,#222226,EC,Ecuador,280000.0,EUR,,,False,,,False
Dennis Corozo,dennis-corozo,D. Corozo,G,,190.0,Right,1,33227,,576201600.0,,165000.0,No team,no-team,No team,,Football,football,1,,,,,,,,,,,,,,,,13,NTE,False,0,241802,,,#d0d0d0,#000000,#000000,EC,Ecuador,165000.0,EUR,,,,True,,
Agustín Rodríguez,agustin-rodriguez,A. Rodríguez,F,36,184.0,Right,61,1108468,36.0,887068800.0,1703980800.0,460000.0,Unión La Calera,union-la-calera,Unión La Calera,M,Football,football,1,Primera Division,primera-division,#ed1b2d,#006bc4,Chile,chile,Football,football,1.0,49.0,chile,CL,18541.0,11653.0,False,5306,ULC,False,0,48242,CL,Chile,#ff0000,#ff0000,#ff0000,UY,Uruguay,460000.0,EUR,Germán Agustín Rodríguez Rosano,,,False,,
Angel Quiñonez,angel-quinonez,A. Quiñonez,F,20,,Right,16,886545,20.0,841795200.0,,210000.0,El Nacional,el-nacional,El Nacional,M,Football,football,1,LigaPro Serie A,ligapro-serie-a,#feca06,#025388,Ecuador,ecuador,Football,football,1.0,165.0,ecuador,EC,14876.0,240.0,False,6417,ELN,False,0,5254,EC,Ecuador,#f60404,#222226,#222226,EC,Ecuador,210000.0,EUR,,,False,,,
